val_0,padre_0,izq_0,val_1,padre_1,izq_1,val_2,padre_2,izq_2,val_3,padre_3,izq_3,val_4,padre_4,izq_4,val_5,padre_5,izq_5,val_6,padre_6,izq_6,val_buscar,busqueda,inorder_0,inorder_1,inorder_2,inorder_3,inorder_4,inorder_5,inorder_6
18,-1,-1,42,0,0,49,1,0,20,1,1,38,3,0,8,0,1,0,-1,-1,20,1,8,18,20,38,42,49,-1
47,-1,-1,20,0,1,46,1,0,10,1,1,37,2,1,3,3,1,0,-1,-1,30,0,3,10,20,37,46,47,-1
28,-1,-1,37,0,0,48,1,0,25,0,1,6,3,1,0,-1,-1,0,-1,-1,39,0,6,25,28,37,48,-1,-1
41,-1,-1,29,0,1,8,1,1,43,0,0,0,-1,-1,0,-1,-1,0,-1,-1,49,0,8,29,41,43,-1,-1,-1
37,-1,-1,5,0,1,45,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,19,0,5,37,45,-1,-1,-1,-1
47,-1,-1,33,0,1,16,1,1,21,2,0,2,2,1,8,4,0,0,-1,-1,13,0,2,8,16,21,33,47,-1
2,-1,-1,38,0,0,31,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,22,0,2,31,38,-1,-1,-1,-1
37,-1,-1,39,0,0,13,0,1,19,2,0,49,1,0,6,2,1,40,4,1,28,0,6,13,19,37,39,40,49
28,-1,-1,33,0,0,23,0,1,44,1,0,20,2,1,41,3,1,26,2,0,24,0,20,23,26,28,33,41,44
9,-1,-1,33,0,0,50,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,29,0,9,33,50,-1,-1,-1,-1
13,-1,-1,15,0,0,34,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,27,0,13,15,34,-1,-1,-1,-1
21,-1,-1,39,0,0,38,1,1,26,2,1,0,-1,-1,0,-1,-1,0,-1,-1,18,0,21,26,38,39,-1,-1,-1
19,-1,-1,11,0,1,35,0,0,3,1,1,14,1,0,0,-1,-1,0,-1,-1,50,0,3,11,14,19,35,-1,-1
49,-1,-1,19,0,1,35,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,28,0,19,35,49,-1,-1,-1,-1
24,-1,-1,31,0,0,34,1,0,47,2,0,0,-1,-1,0,-1,-1,0,-1,-1,47,1,24,31,34,47,-1,-1,-1
13,-1,-1,47,0,0,1,0,1,2,2,0,20,1,1,7,3,0,0,-1,-1,32,0,1,2,7,13,20,47,-1
47,-1,-1,49,0,0,21,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,31,0,21,47,49,-1,-1,-1,-1
28,-1,-1,39,0,0,10,0,1,24,2,0,17,3,1,50,1,0,0,-1,-1,12,0,10,17,24,28,39,50,-1
2,-1,-1,34,0,0,41,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,26,0,2,34,41,-1,-1,-1,-1
46,-1,-1,4,0,1,27,1,0,12,2,1,45,2,0,34,4,1,40,5,0,46,1,4,12,27,34,40,45,46
20,-1,-1,47,0,0,1,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,43,0,1,20,47,-1,-1,-1,-1
48,-1,-1,49,0,0,31,0,1,3,2,1,50,1,0,16,3,0,34,2,0,18,0,3,16,31,34,48,49,50
21,-1,-1,36,0,0,31,1,1,19,0,1,0,-1,-1,0,-1,-1,0,-1,-1,26,0,19,21,31,36,-1,-1,-1
28,-1,-1,3,0,1,19,1,0,38,0,0,0,-1,-1,0,-1,-1,0,-1,-1,27,0,3,19,28,38,-1,-1,-1
3,-1,-1,35,0,0,11,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,9,0,3,11,35,-1,-1,-1,-1
25,-1,-1,20,0,1,47,0,0,32,2,1,49,2,0,0,-1,-1,0,-1,-1,49,1,20,25,32,47,49,-1,-1
20,-1,-1,3,0,1,19,1,0,40,0,0,0,-1,-1,0,-1,-1,0,-1,-1,10,0,3,19,20,40,-1,-1,-1
26,-1,-1,38,0,0,46,1,0,7,0,1,0,-1,-1,0,-1,-1,0,-1,-1,40,0,7,26,38,46,-1,-1,-1
11,-1,-1,26,0,0,25,1,1,9,0,1,39,1,0,20,2,1,0,-1,-1,50,0,9,11,20,25,26,39,-1
18,-1,-1,22,0,0,14,0,1,11,2,1,49,1,0,44,4,1,9,3,1,39,0,9,11,14,18,22,44,49
17,-1,-1,45,0,0,42,1,1,14,0,1,11,3,1,39,2,1,32,5,1,49,0,11,14,17,32,39,42,45
23,-1,-1,1,0,1,34,0,0,38,2,0,10,1,0,0,-1,-1,0,-1,-1,46,0,1,10,23,34,38,-1,-1
42,-1,-1,8,0,1,36,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,18,0,8,36,42,-1,-1,-1,-1
31,-1,-1,20,0,1,39,0,0,15,1,1,25,1,0,4,3,1,30,4,0,32,0,4,15,20,25,30,31,39
9,-1,-1,14,0,0,41,1,0,10,1,1,17,2,1,42,2,0,36,4,0,46,0,9,10,14,17,36,41,42
27,-1,-1,45,0,0,32,1,1,43,2,0,23,0,1,0,-1,-1,0,-1,-1,12,0,23,27,32,43,45,-1,-1
42,-1,-1,49,0,0,44,1,1,23,0,1,0,-1,-1,0,-1,-1,0,-1,-1,20,0,23,42,44,49,-1,-1,-1
20,-1,-1,47,0,0,2,0,1,33,1,1,13,2,0,0,-1,-1,0,-1,-1,37,0,2,13,20,33,47,-1,-1
43,-1,-1,50,0,0,16,0,1,46,1,1,0,-1,-1,0,-1,-1,0,-1,-1,42,0,16,43,46,50,-1,-1,-1
45,-1,-1,21,0,1,9,1,1,36,1,0,0,-1,-1,0,-1,-1,0,-1,-1,42,0,9,21,36,45,-1,-1,-1
16,-1,-1,33,0,0,10,0,1,26,1,1,44,1,0,0,-1,-1,0,-1,-1,39,0,10,16,26,33,44,-1,-1
13,-1,-1,43,0,0,30,1,1,5,0,1,18,2,1,27,4,0,0,-1,-1,41,0,5,13,18,27,30,43,-1
28,-1,-1,41,0,0,39,1,1,13,0,1,27,3,0,0,-1,-1,0,-1,-1,13,1,13,27,28,39,41,-1,-1
2,-1,-1,24,0,0,36,1,0,41,2,0,20,1,1,0,-1,-1,0,-1,-1,2,1,2,20,24,36,41,-1,-1
48,-1,-1,18,0,1,31,1,0,27,2,1,19,3,1,22,4,0,0,-1,-1,6,0,18,19,22,27,31,48,-1
42,-1,-1,47,0,0,17,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,3,0,17,42,47,-1,-1,-1,-1
20,-1,-1,35,0,0,42,1,0,12,0,1,16,3,0,0,-1,-1,0,-1,-1,21,0,12,16,20,35,42,-1,-1
47,-1,-1,25,0,1,6,1,1,28,1,0,35,3,0,0,-1,-1,0,-1,-1,29,0,6,25,28,35,47,-1,-1
28,-1,-1,29,0,0,4,0,1,19,2,0,6,3,1,0,-1,-1,0,-1,-1,43,0,4,6,19,28,29,-1,-1
42,-1,-1,1,0,1,16,1,0,19,2,0,35,3,0,12,2,1,0,-1,-1,18,0,1,12,16,19,35,42,-1
20,-1,-1,50,0,0,32,1,1,41,2,0,2,0,1,10,4,0,0,-1,-1,41,1,2,10,20,32,41,50,-1
43,-1,-1,19,0,1,17,1,1,48,0,0,9,2,1,42,1,0,41,5,1,35,0,9,17,19,41,42,43,48
24,-1,-1,14,0,1,50,0,0,11,1,1,0,-1,-1,0,-1,-1,0,-1,-1,3,0,11,14,24,50,-1,-1,-1
24,-1,-1,37,0,0,21,0,1,48,1,0,18,2,1,0,-1,-1,0,-1,-1,23,0,18,21,24,37,48,-1,-1
26,-1,-1,1,0,1,40,0,0,8,1,0,44,2,0,14,3,0,27,2,1,25,0,1,8,14,26,27,40,44
1,-1,-1,49,0,0,6,1,1,12,2,0,0,-1,-1,0,-1,-1,0,-1,-1,18,0,1,6,12,49,-1,-1,-1
40,-1,-1,38,0,1,12,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,24,0,12,38,40,-1,-1,-1,-1
41,-1,-1,14,0,1,50,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,28,0,14,41,50,-1,-1,-1,-1
2,-1,-1,3,0,0,33,1,0,16,2,1,13,3,1,40,2,0,17,3,0,26,0,2,3,13,16,17,33,40
5,-1,-1,31,0,0,29,1,1,7,2,1,9,3,0,0,-1,-1,0,-1,-1,12,0,5,7,9,29,31,-1,-1
28,-1,-1,34,0,0,31,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,24,0,28,31,34,-1,-1,-1,-1
36,-1,-1,38,0,0,50,1,0,30,0,1,16,3,1,0,-1,-1,0,-1,-1,31,0,16,30,36,38,50,-1,-1
32,-1,-1,33,0,0,21,0,1,47,1,0,6,2,1,23,2,0,0,-1,-1,9,0,6,21,23,32,33,47,-1
26,-1,-1,7,0,1,35,0,0,44,2,0,32,2,1,36,3,1,5,1,1,13,0,5,7,26,32,35,36,44
18,-1,-1,47,0,0,19,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,32,0,18,19,47,-1,-1,-1,-1
1,-1,-1,19,0,0,32,1,0,9,1,1,38,2,0,34,4,1,0,-1,-1,3,0,1,9,19,32,34,38,-1
41,-1,-1,30,0,1,45,0,0,43,2,1,0,-1,-1,0,-1,-1,0,-1,-1,48,0,30,41,43,45,-1,-1,-1
18,-1,-1,13,0,1,1,1,1,4,2,0,12,3,0,29,0,0,0,-1,-1,45,0,1,4,12,13,18,29,-1
30,-1,-1,48,0,0,7,0,1,14,2,0,6,2,1,0,-1,-1,0,-1,-1,35,0,6,7,14,30,48,-1,-1
21,-1,-1,13,0,1,12,1,1,37,0,0,39,3,0,43,4,0,0,-1,-1,37,1,12,13,21,37,39,43,-1
47,-1,-1,43,0,1,22,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,42,0,22,43,47,-1,-1,-1,-1
13,-1,-1,28,0,0,31,1,0,39,2,0,0,-1,-1,0,-1,-1,0,-1,-1,32,0,13,28,31,39,-1,-1,-1
10,-1,-1,12,0,0,50,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,41,0,10,12,50,-1,-1,-1,-1
22,-1,-1,29,0,0,41,1,0,15,0,1,8,3,1,34,2,1,27,1,1,34,1,8,15,22,27,29,34,41
27,-1,-1,22,0,1,31,0,0,14,1,1,20,3,0,0,-1,-1,0,-1,-1,3,0,14,20,22,27,31,-1,-1
18,-1,-1,25,0,0,44,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,20,0,18,25,44,-1,-1,-1,-1
38,-1,-1,48,0,0,25,0,1,47,1,1,41,3,1,0,-1,-1,0,-1,-1,44,0,25,38,41,47,48,-1,-1
45,-1,-1,19,0,1,41,1,0,9,1,1,8,3,1,0,-1,-1,0,-1,-1,19,1,8,9,19,41,45,-1,-1
31,-1,-1,48,0,0,17,0,1,21,2,0,7,2,1,46,1,1,0,-1,-1,48,1,7,17,21,31,46,48,-1
16,-1,-1,48,0,0,31,1,1,33,2,0,15,0,1,47,3,0,36,5,1,29,0,15,16,31,33,36,47,48
44,-1,-1,23,0,1,37,1,0,8,1,1,27,2,1,11,3,0,0,-1,-1,48,0,8,11,23,27,37,44,-1
35,-1,-1,49,0,0,19,0,1,31,2,0,0,-1,-1,0,-1,-1,0,-1,-1,24,0,19,31,35,49,-1,-1,-1
5,-1,-1,38,0,0,19,1,1,46,1,0,9,2,1,0,-1,-1,0,-1,-1,16,0,5,9,19,38,46,-1,-1
32,-1,-1,35,0,0,3,0,1,2,2,1,22,2,0,0,-1,-1,0,-1,-1,36,0,2,3,22,32,35,-1,-1
23,-1,-1,17,0,1,26,0,0,46,2,0,22,1,0,0,-1,-1,0,-1,-1,44,0,17,22,23,26,46,-1,-1
12,-1,-1,34,0,0,31,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,45,0,12,31,34,-1,-1,-1,-1
17,-1,-1,20,0,0,43,1,0,19,1,1,11,0,1,8,4,1,0,-1,-1,30,0,8,11,17,19,20,43,-1
37,-1,-1,47,0,0,36,0,1,43,1,1,40,3,1,17,2,1,39,4,1,2,0,17,36,37,39,40,43,47
40,-1,-1,6,0,1,31,1,0,3,1,1,47,0,0,43,4,1,2,3,1,17,0,2,3,6,31,40,43,47
19,-1,-1,9,0,1,43,0,0,47,2,0,0,-1,-1,0,-1,-1,0,-1,-1,37,0,9,19,43,47,-1,-1,-1
18,-1,-1,50,0,0,15,0,1,27,1,1,10,2,1,34,3,0,0,-1,-1,42,0,10,15,18,27,34,50,-1
48,-1,-1,37,0,1,14,1,1,22,2,0,44,1,0,0,-1,-1,0,-1,-1,9,0,14,22,37,44,48,-1,-1
10,-1,-1,11,0,0,14,1,0,17,2,0,2,0,1,0,-1,-1,0,-1,-1,38,0,2,10,11,14,17,-1,-1
16,-1,-1,33,0,0,37,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,14,0,16,33,37,-1,-1,-1,-1
10,-1,-1,13,0,0,34,1,0,42,2,0,0,-1,-1,0,-1,-1,0,-1,-1,32,0,10,13,34,42,-1,-1,-1
31,-1,-1,48,0,0,24,0,1,16,2,1,21,3,0,0,-1,-1,0,-1,-1,33,0,16,21,24,31,48,-1,-1
4,-1,-1,29,0,0,7,1,1,45,1,0,41,3,1,11,2,0,40,4,1,32,0,4,7,11,29,40,41,45
38,-1,-1,34,0,1,46,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,30,0,34,38,46,-1,-1,-1,-1
42,-1,-1,45,0,0,38,0,1,5,2,1,32,3,0,0,-1,-1,0,-1,-1,38,1,5,32,38,42,45,-1,-1
16,-1,-1,15,0,1,43,0,0,11,1,1,0,-1,-1,0,-1,-1,0,-1,-1,18,0,11,15,16,43,-1,-1,-1
10,-1,-1,5,0,1,31,0,0,16,2,1,0,-1,-1,0,-1,-1,0,-1,-1,49,0,5,10,16,31,-1,-1,-1
40,-1,-1,27,0,1,16,1,1,47,0,0,36,1,0,0,-1,-1,0,-1,-1,26,0,16,27,36,40,47,-1,-1
36,-1,-1,28,0,1,12,1,1,49,0,0,0,-1,-1,0,-1,-1,0,-1,-1,44,0,12,28,36,49,-1,-1,-1
28,-1,-1,32,0,0,43,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,6,0,28,32,43,-1,-1,-1,-1
39,-1,-1,18,0,1,13,1,1,38,1,0,15,2,0,47,0,0,31,3,1,1,0,13,15,18,31,38,39,47
33,-1,-1,49,0,0,24,0,1,41,1,1,2,2,1,7,4,0,0,-1,-1,35,0,2,7,24,33,41,49,-1
43,-1,-1,5,0,1,34,1,0,4,1,1,8,2,1,0,-1,-1,0,-1,-1,17,0,4,5,8,34,43,-1,-1
4,-1,-1,31,0,0,12,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,25,0,4,12,31,-1,-1,-1,-1
1,-1,-1,42,0,0,44,1,0,29,1,1,43,2,1,13,3,1,49,2,0,8,0,1,13,29,42,43,44,49
25,-1,-1,33,0,0,3,0,1,27,1,1,47,1,0,28,3,0,0,-1,-1,49,0,3,25,27,28,33,47,-1
43,-1,-1,17,0,1,35,1,0,16,1,1,0,-1,-1,0,-1,-1,0,-1,-1,29,0,16,17,35,43,-1,-1,-1
11,-1,-1,17,0,0,38,1,0,18,2,1,0,-1,-1,0,-1,-1,0,-1,-1,8,0,11,17,18,38,-1,-1,-1
24,-1,-1,8,0,1,28,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,21,0,8,24,28,-1,-1,-1,-1
29,-1,-1,31,0,0,38,1,0,30,1,1,26,0,1,5,4,1,0,-1,-1,1,0,5,26,29,30,31,38,-1
5,-1,-1,43,0,0,9,1,1,20,2,0,15,3,1,38,3,0,40,5,0,10,0,5,9,15,20,38,40,43
41,-1,-1,33,0,1,15,1,1,10,2,1,3,3,1,0,-1,-1,0,-1,-1,38,0,3,10,15,33,41,-1,-1
48,-1,-1,12,0,1,45,1,0,26,2,1,0,-1,-1,0,-1,-1,0,-1,-1,14,0,12,26,45,48,-1,-1,-1
16,-1,-1,18,0,0,2,0,1,31,1,0,45,3,0,50,4,0,21,3,1,5,0,2,16,18,21,31,45,50
4,-1,-1,2,0,1,16,0,0,1,1,1,23,2,0,12,2,1,8,5,1,21,0,1,2,4,8,12,16,23
36,-1,-1,16,0,1,28,1,0,31,2,0,11,1,1,8,4,1,12,4,0,10,0,8,11,12,16,28,31,36
8,-1,-1,28,0,0,7,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,38,0,7,8,28,-1,-1,-1,-1
31,-1,-1,48,0,0,35,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,30,0,31,35,48,-1,-1,-1,-1
26,-1,-1,1,0,1,40,0,0,16,1,0,36,2,1,8,3,1,0,-1,-1,24,0,1,8,16,26,36,40,-1
9,-1,-1,22,0,0,37,1,0,23,2,1,15,1,1,38,2,0,0,-1,-1,35,0,9,15,22,23,37,38,-1
5,-1,-1,34,0,0,11,1,1,12,2,0,24,3,0,19,4,1,0,-1,-1,47,0,5,11,12,19,24,34,-1
38,-1,-1,47,0,0,19,0,1,50,1,0,13,2,1,7,4,1,10,5,0,6,0,7,10,13,19,38,47,50
8,-1,-1,7,0,1,5,1,1,20,0,0,0,-1,-1,0,-1,-1,0,-1,-1,29,0,5,7,8,20,-1,-1,-1
18,-1,-1,27,0,0,17,0,1,30,1,0,38,3,0,0,-1,-1,0,-1,-1,42,0,17,18,27,30,38,-1,-1
42,-1,-1,39,0,1,31,1,1,30,2,1,37,2,0,24,3,1,0,-1,-1,40,0,24,30,31,37,39,42,-1
7,-1,-1,32,0,0,13,1,1,37,1,0,2,0,1,0,-1,-1,0,-1,-1,35,0,2,7,13,32,37,-1,-1
24,-1,-1,47,0,0,11,0,1,17,2,0,38,1,1,48,1,0,0,-1,-1,9,0,11,17,24,38,47,48,-1
5,-1,-1,22,0,0,28,1,0,6,1,1,0,-1,-1,0,-1,-1,0,-1,-1,21,0,5,6,22,28,-1,-1,-1
17,-1,-1,18,0,0,16,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,33,0,16,17,18,-1,-1,-1,-1
27,-1,-1,29,0,0,24,0,1,3,2,1,20,3,0,7,4,1,40,1,0,29,1,3,7,20,24,27,29,40
34,-1,-1,11,0,1,17,1,0,2,1,1,47,0,0,0,-1,-1,0,-1,-1,18,0,2,11,17,34,47,-1,-1
38,-1,-1,23,0,1,37,1,0,25,2,1,24,3,1,42,0,0,18,1,1,15,0,18,23,24,25,37,38,42
23,-1,-1,37,0,0,25,1,1,3,0,1,36,2,0,24,2,1,0,-1,-1,19,0,3,23,24,25,36,37,-1
14,-1,-1,30,0,0,39,1,0,23,1,1,0,-1,-1,0,-1,-1,0,-1,-1,21,0,14,23,30,39,-1,-1,-1
19,-1,-1,1,0,1,10,1,0,46,0,0,31,3,1,50,3,0,0,-1,-1,22,0,1,10,19,31,46,50,-1
20,-1,-1,18,0,1,25,0,0,36,2,0,13,1,1,0,-1,-1,0,-1,-1,12,0,13,18,20,25,36,-1,-1
19,-1,-1,15,0,1,45,0,0,50,2,0,27,2,1,0,-1,-1,0,-1,-1,21,0,15,19,27,45,50,-1,-1
3,-1,-1,25,0,0,9,1,1,11,2,0,20,3,0,44,1,0,5,2,1,6,0,3,5,9,11,20,25,44
6,-1,-1,9,0,0,29,1,0,2,0,1,3,3,0,42,2,0,48,5,0,41,0,2,3,6,9,29,42,48
43,-1,-1,35,0,1,33,1,1,34,2,0,48,0,0,13,2,1,0,-1,-1,9,0,13,33,34,35,43,48,-1
4,-1,-1,46,0,0,38,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,23,0,4,38,46,-1,-1,-1,-1
31,-1,-1,49,0,0,2,0,1,25,2,0,10,3,1,20,4,0,0,-1,-1,30,0,2,10,20,25,31,49,-1
11,-1,-1,18,0,0,34,1,0,30,2,1,10,0,1,25,3,1,32,3,0,5,0,10,11,18,25,30,32,34
19,-1,-1,30,0,0,41,1,0,22,1,1,0,-1,-1,0,-1,-1,0,-1,-1,43,0,19,22,30,41,-1,-1,-1
8,-1,-1,46,0,0,31,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,6,0,8,31,46,-1,-1,-1,-1
28,-1,-1,42,0,0,12,0,1,21,2,0,2,2,1,0,-1,-1,0,-1,-1,5,0,2,12,21,28,42,-1,-1
37,-1,-1,40,0,0,29,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,42,0,29,37,40,-1,-1,-1,-1
46,-1,-1,33,0,1,35,1,0,15,1,1,0,-1,-1,0,-1,-1,0,-1,-1,9,0,15,33,35,46,-1,-1,-1
26,-1,-1,2,0,1,19,1,0,27,0,0,5,2,1,0,-1,-1,0,-1,-1,28,0,2,5,19,26,27,-1,-1
2,-1,-1,17,0,0,19,1,0,35,2,0,41,3,0,14,1,1,0,-1,-1,21,0,2,14,17,19,35,41,-1
27,-1,-1,33,0,0,29,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,16,0,27,29,33,-1,-1,-1,-1
30,-1,-1,39,0,0,28,0,1,11,2,1,23,3,0,0,-1,-1,0,-1,-1,21,0,11,23,28,30,39,-1,-1
50,-1,-1,40,0,1,31,1,1,8,2,1,11,3,0,14,4,0,0,-1,-1,17,0,8,11,14,31,40,50,-1
32,-1,-1,44,0,0,40,1,1,7,0,1,47,1,0,24,3,0,31,5,0,7,1,7,24,31,32,40,44,47
48,-1,-1,1,0,1,6,1,0,17,2,0,29,3,0,40,4,0,0,-1,-1,35,0,1,6,17,29,40,48,-1
9,-1,-1,14,0,0,7,0,1,6,2,1,16,1,0,0,-1,-1,0,-1,-1,43,0,6,7,9,14,16,-1,-1
26,-1,-1,15,0,1,13,1,1,49,0,0,0,-1,-1,0,-1,-1,0,-1,-1,10,0,13,15,26,49,-1,-1,-1
1,-1,-1,36,0,0,8,1,1,47,1,0,35,2,0,11,4,1,25,5,0,23,0,1,8,11,25,35,36,47
50,-1,-1,12,0,1,41,1,0,21,2,1,0,-1,-1,0,-1,-1,0,-1,-1,41,1,12,21,41,50,-1,-1,-1
30,-1,-1,28,0,1,45,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,50,0,28,30,45,-1,-1,-1,-1
25,-1,-1,30,0,0,22,0,1,29,1,1,23,2,0,41,1,0,0,-1,-1,34,0,22,23,25,29,30,41,-1
12,-1,-1,35,0,0,33,1,1,48,1,0,0,-1,-1,0,-1,-1,0,-1,-1,49,0,12,33,35,48,-1,-1,-1
10,-1,-1,16,0,0,50,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,20,0,10,16,50,-1,-1,-1,-1
45,-1,-1,42,0,1,38,1,1,37,2,1,0,-1,-1,0,-1,-1,0,-1,-1,2,0,37,38,42,45,-1,-1,-1
45,-1,-1,12,0,1,49,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,12,1,12,45,49,-1,-1,-1,-1
6,-1,-1,11,0,0,14,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,18,0,6,11,14,-1,-1,-1,-1
2,-1,-1,18,0,0,22,1,0,24,2,0,26,3,0,0,-1,-1,0,-1,-1,34,0,2,18,22,24,26,-1,-1
39,-1,-1,32,0,1,11,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,13,0,11,32,39,-1,-1,-1,-1
50,-1,-1,9,0,1,28,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,46,0,9,28,50,-1,-1,-1,-1
50,-1,-1,4,0,1,36,1,0,6,2,1,49,2,0,1,1,1,22,3,0,30,0,1,4,6,22,36,49,50
46,-1,-1,6,0,1,32,1,0,24,2,1,21,3,1,37,2,0,0,-1,-1,6,1,6,21,24,32,37,46,-1
34,-1,-1,41,0,0,45,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,39,0,34,41,45,-1,-1,-1,-1
32,-1,-1,43,0,0,6,0,1,29,2,0,42,1,1,11,3,1,0,-1,-1,16,0,6,11,29,32,42,43,-1
40,-1,-1,6,0,1,47,0,0,50,2,0,0,-1,-1,0,-1,-1,0,-1,-1,7,0,6,40,47,50,-1,-1,-1
30,-1,-1,11,0,1,42,0,0,50,2,0,17,1,0,9,1,1,0,-1,-1,24,0,9,11,17,30,42,50,-1
12,-1,-1,49,0,0,34,1,1,42,2,0,17,2,1,45,3,0,46,5,0,28,0,12,17,34,42,45,46,49
37,-1,-1,49,0,0,16,0,1,21,2,0,38,1,1,17,3,1,0,-1,-1,6,0,16,17,21,37,38,49,-1
15,-1,-1,8,0,1,20,0,0,11,1,0,18,2,1,31,2,0,0,-1,-1,22,0,8,11,15,18,20,31,-1
21,-1,-1,7,0,1,41,0,0,2,1,1,30,2,1,27,4,1,34,4,0,34,1,2,7,21,27,30,34,41
37,-1,-1,33,0,1,20,1,1,25,2,0,7,2,1,0,-1,-1,0,-1,-1,31,0,7,20,25,33,37,-1,-1
20,-1,-1,44,0,0,17,0,1,11,2,1,47,1,0,0,-1,-1,0,-1,-1,34,0,11,17,20,44,47,-1,-1
2,-1,-1,27,0,0,47,1,0,32,2,1,11,1,1,23,4,0,0,-1,-1,26,0,2,11,23,27,32,47,-1
33,-1,-1,43,0,0,12,0,1,25,2,0,36,1,1,0,-1,-1,0,-1,-1,44,0,12,25,33,36,43,-1,-1
39,-1,-1,47,0,0,40,1,1,45,2,0,0,-1,-1,0,-1,-1,0,-1,-1,26,0,39,40,45,47,-1,-1,-1
36,-1,-1,49,0,0,50,1,0,41,1,1,0,-1,-1,0,-1,-1,0,-1,-1,44,0,36,41,49,50,-1,-1,-1
1,-1,-1,3,0,0,34,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,11,0,1,3,34,-1,-1,-1,-1
50,-1,-1,37,0,1,39,1,0,9,1,1,32,3,0,3,3,1,0,-1,-1,24,0,3,9,32,37,39,50,-1
19,-1,-1,42,0,0,24,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,16,0,19,24,42,-1,-1,-1,-1
27,-1,-1,41,0,0,18,0,1,5,2,1,33,1,1,0,-1,-1,0,-1,-1,44,0,5,18,27,33,41,-1,-1
26,-1,-1,23,0,1,15,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,43,0,15,23,26,-1,-1,-1,-1
35,-1,-1,49,0,0,43,1,1,22,0,1,2,3,1,8,4,0,0,-1,-1,45,0,2,8,22,35,43,49,-1
37,-1,-1,47,0,0,44,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,44,1,37,44,47,-1,-1,-1,-1
3,-1,-1,29,0,0,30,1,0,49,2,0,0,-1,-1,0,-1,-1,0,-1,-1,32,0,3,29,30,49,-1,-1,-1
21,-1,-1,11,0,1,10,1,1,3,2,1,43,0,0,50,4,0,0,-1,-1,1,0,3,10,11,21,43,50,-1
37,-1,-1,2,0,1,23,1,0,31,2,0,15,2,1,10,4,1,0,-1,-1,42,0,2,10,15,23,31,37,-1
28,-1,-1,19,0,1,22,1,0,30,0,0,21,2,1,0,-1,-1,0,-1,-1,29,0,19,21,22,28,30,-1,-1
32,-1,-1,37,0,0,4,0,1,44,1,0,0,-1,-1,0,-1,-1,0,-1,-1,37,1,4,32,37,44,-1,-1,-1
49,-1,-1,14,0,1,35,1,0,1,1,1,47,2,0,10,3,0,18,2,1,17,0,1,10,14,18,35,47,49
37,-1,-1,38,0,0,41,1,0,35,0,1,0,-1,-1,0,-1,-1,0,-1,-1,43,0,35,37,38,41,-1,-1,-1
